session_id,target
1,0.0001392636922201504
2,2.300909717207443e-05
3,0.001344242263301984
4,7.589520464466392e-05
5,0.001110970566940497
6,0.0001466453152226158
7,0.007268457005670415
8,0.0005695836403799382
9,7.429818155453281e-05
10,0.0011263281964741534
11,0.002448971202989367
12,0.00024363761951027985
13,0.00012176338539317822
14,0.03947921812009452
15,0.01533051565107109
16,0.0004017307777676231
17,0.0011123827491905135
18,0.00014843338940169937
19,0.004202012660679314
20,9.597243935242851e-05
21,0.014844972621989643
22,1.9367851996178563e-06
23,0.00423270865157905
24,0.00025314108890766657
25,0.01308100193615835
26,0.001029372578609426
27,0.00047634204943888917
28,2.0901017957440838e-05
29,0.02958622672237873
30,0.00566994157653997
31,0.02994819932229873
32,0.08187709868835312
33,0.00012487493039773948
34,0.00017700086025707886
35,0.04231012737198961
36,0.0005745885005549094
37,1.1914888444525414e-05
38,6.788720005660997e-05
39,0.0055215808888163746
40,3.1215550573475135e-05
41,0.017080145474922103
42,0.00014685228243393225
43,0.0011761608797268707
44,0.0003849636614932651
45,0.05356989637743485
46,0.010024247526592587
47,0.00046793654775180443
48,8.71142596146974e-05
49,0.007285089815355101
50,9.706771080649858e-05
51,1.2825089021174157e-05
52,0.0008335685396416761
53,0.015714973868203544
54,0.002236176495095993
55,0.008098595582786866
56,0.00040439117733201136
57,3.0664921871844984e-05
58,1.6456862414343155e-05
59,4.0900856845904706e-05
60,6.290170768079813e-06
61,0.0001447141917992679
62,0.0007965122902361898
63,8.46473312533311e-05
64,0.01027273108025419
65,0.0001740915904055425
66,0.0001117647607348446
67,0.0004877604652413948
68,0.00448172354490536
69,0.0529605998069301
70,7.420136131298782e-05
71,0.008152973400791736
72,0.008132839723342113
73,0.004152421603295228
74,0.0009192190494372807
75,0.0016448380305059314
76,0.004804129134375189
77,0.0033602068590786135
78,0.004505645747699879
79,0.0009325262174195526
80,3.99467697502989e-05
81,4.408688709267526e-05
82,7.293346163058334e-05
83,3.168720301532464e-05
84,0.328595910097527
85,0.002580534824681064
86,0.00010867872008222837
87,0.00687278791469472
88,0.003394613365115575
89,0.0026583931501707437
90,0.0780030073781184
91,9.466905496002996e-05
92,2.657783324848808e-05
93,0.11310202743610621
94,4.609008956094134e-05
95,0.00017330028055799633
96,2.67387093408155e-05
97,0.016940081469500774
98,8.15167308448334e-05
99,3.8306182194813295e-05
100,0.0037954726172024387
101,7.505895847708604e-05
102,0.0011664121135634583
103,0.00016258314059117667
104,0.000552088988839623
105,0.002036070458007127
106,7.729261904218536e-05
107,5.2105613737766436e-05
108,0.0011924757541341405
109,0.000239087638473065
110,1.8970375931404543e-05
111,0.001141332337865275
112,1.2462559898417436e-05
113,0.0002936444801876672
114,5.844791345035591e-05
115,3.4136267477894386e-05
116,7.650297570349657e-06
117,0.000542016737534245
118,0.0023451859232089403
119,2.4820946630482914e-05
120,0.011282345393938168
121,3.7470822549129136e-05
122,0.00012445932074079034
123,8.205257157359385e-05
124,0.0014027962117328019
125,0.013786328368888396
126,3.335531746819622e-05
127,0.0003553062208184224
128,0.00011589538707879867
129,0.0068273520487826785
130,0.007077078650990521
131,0.0011772826215696909
132,0.007491973221949997
133,0.009965592631777726
134,0.0010187002298346376
135,0.0001503149588180318
136,0.009775754970807004
137,3.6638205876346275e-05
138,0.00972745624789527
139,0.00014599181214835754
140,0.00011137973118481978
141,2.1530593507378154e-05
142,0.00010602466746687782
143,0.0006230135498714943
144,0.0036533593982437293
145,6.285660352889938e-05
146,0.0028509873594305115
147,5.930974397181167e-05
148,0.017109043817282482
149,0.0060691835210863136
150,0.021731334090556966
151,5.639165583141027e-05
152,0.03402750328471319
153,0.00021747307142235033
154,0.0005379518498218271
155,0.00441446265321369
156,0.00011814421914382978
157,0.0003742502780526901
158,0.006927811141036789
159,0.004624434082262726
160,0.00013446365337653287
161,0.01771138397108677
162,0.0006933507095990716
163,0.0037914573696035485
164,0.0036069611532595805
165,0.0011414672001664244
166,0.00013617190493996938
167,0.008000252187444302
168,0.006193323528480165
169,0.004086444494109484
170,0.008223805311227753
171,0.004519961169338456
172,0.0014074423080448863
173,0.0055144870474876885
174,0.0017304186813374635
175,0.4820437066460946
176,0.019692700322894784
177,0.028819058920711068
178,0.002278098995097862
179,0.0016989383776440947
180,0.015000245195153314
181,0.00010870811377142525
182,0.0015471304112332418
183,5.825143555111961e-05
184,0.0022854666065135172
185,0.0036711564625066034
186,0.00188277672614532
187,8.154809117829874e-05
188,3.75875300768443e-05
189,0.014788064877064123
190,0.026081712703027695
191,3.415597342661717e-05
192,0.0003206393685857933
193,0.0180284665791286
194,0.000364990850747575
