session_id,target
1,0.0002550785238622154
2,2.7703697225733503e-05
3,0.0012906465913425703
4,2.472342733420674e-05
5,0.002250736932213881
6,0.00012433802131397623
7,0.007539648429895883
8,0.0028246643521546437
9,9.169118851757457e-05
10,0.0024378159690618987
11,0.0021231426840396337
12,7.319304965948333e-05
13,0.0001062085466304545
14,0.011560445788108257
15,0.005206814926957761
16,0.0002949475678074082
17,0.006983323328084291
18,4.5509574400950036e-05
19,0.009881566217566284
20,3.506918319758967e-05
21,0.054975303704430156
22,3.6570287390720444e-05
23,0.002173796906216029
24,0.00025944609801880177
25,0.04749698108590417
26,0.0009617504103971167
27,0.00016186162725165853
28,6.503925114977498e-05
29,0.024235103306867987
30,0.004877366139920781
31,0.02616485804767045
32,0.03362944959450021
33,0.00016155801659869428
34,0.0006885964713350661
35,0.014795460581526844
36,0.004742865103760864
37,2.2912683807522067e-05
38,2.768795288864448e-05
39,0.004877366139920781
40,4.699457030575285e-05
41,0.006317851774174774
42,0.00022921870886515202
43,0.0023959809346110186
44,0.0010303108825040804
45,0.04659899975006329
46,0.0026455177652760196
47,0.0003721138058253512
48,0.00020567330672466294
49,0.002348873364609562
50,6.970694101192774e-05
51,3.337680473155094e-05
52,0.00166676043040583
53,0.057874714249121176
54,0.0035823947561732443
55,0.004780695640236425
56,0.0005881921957266124
57,5.3610119168253495e-05
58,5.5497309479403524e-05
59,8.056478708171608e-05
60,2.02935358499801e-05
61,9.11123134420002e-05
62,0.000704594776821748
63,6.860686844117475e-05
64,0.005704083542835308
65,7.204938293079127e-05
66,4.3828533313895115e-05
67,0.00040501021579727683
68,0.0018955996037111115
69,0.12364611719314493
70,0.00010992924013977903
71,0.004365091339668943
72,0.0033752207055416715
73,0.0022852435277473633
74,0.0011631468887408254
75,0.002037228237932733
76,0.0038106973218027863
77,0.0027737065890073138
78,0.004474472490308015
79,0.0020940637792858556
80,3.560308555996168e-05
81,0.0001172621612056962
82,8.397637393331977e-05
83,5.046964063543479e-05
84,0.3303863810913895
85,0.002387692136924637
86,4.6617167201544776e-05
87,0.007664994767404998
88,0.004346367230701382
89,0.0035842166768384706
90,0.17308729088777186
91,8.620018202363649e-05
92,4.030361813168054e-05
93,0.04701732522785989
94,0.0001742743340855911
95,0.0014189382011296436
96,3.2056686023577876e-05
97,0.0056301125345276275
98,4.579003840963699e-05
99,0.00011356079926312327
100,0.0035604955532817584
101,7.512828981728604e-05
102,0.0019415298791389034
103,0.00035605997154460647
104,0.0011444252865887062
105,0.0026785550129272777
106,0.00011008329711496829
107,0.00011455651056395601
108,0.0035795245933973488
109,8.166657455108019e-05
110,0.00012741005627641894
111,0.005254865299534952
112,4.229591508902593e-05
113,0.0005620786641955752
114,3.614278893844624e-05
115,0.00013455158292252067
116,5.0414441151251816e-05
117,0.000357237294375367
118,0.012049145970813982
119,5.560296458005757e-05
120,0.004825806655306734
121,5.566354513696512e-05
122,0.00011659176445643924
123,0.0001334204527630042
124,0.003285910590255437
125,0.005290929841346379
126,3.7044845880952454e-05
127,0.0005767787726904099
128,7.798698315460357e-05
129,0.0067146219994614785
130,0.007202008628615249
131,0.00035875041037914095
132,0.007539648429895883
133,0.0036659703354758023
134,0.002065220887041453
135,6.022732979388647e-05
136,0.005673592509384865
137,8.018558009278657e-05
138,0.008653491291656825
139,5.422430762767566e-05
140,0.00016847141630300325
141,2.4913315249360213e-05
142,7.70538215704189e-05
143,0.00020732733627027306
144,0.0035751182914928264
145,2.7703697225733503e-05
146,0.0009387696869921305
147,0.0001804766692605726
148,0.00611385411896266
149,0.00752867140356217
150,0.034544218641019725
151,4.824372977194201e-05
152,0.026302081306712015
153,0.000185378018460557
154,0.00037224612759000905
155,0.004304575413580719
156,0.00010584754774007768
157,0.00011088485462188395
158,0.005673592509384865
159,0.0016897214391308228
160,0.00011659176445643924
161,0.006344640545587658
162,0.0016312230087196732
163,0.0038048214476741078
164,0.008024240310370415
165,0.0018438987666186187
166,8.793365774230855e-05
167,0.0162038312895799
168,0.007528420873905888
169,0.002933955802753268
170,0.004721111648372088
171,0.00388064598215217
