id,dep_delayed_15min
0,0.021873551786677135
1,0.03890609107115125
2,0.0445763722522009
3,0.3356119282083804
4,0.19485904212710764
5,0.10225126274068382
6,0.017315304069030493
7,0.14223308995520792
8,0.19389138458902697
9,0.28747757710911376
10,0.38151226084446205
11,0.29870706786523565
12,0.1331651278195589
13,0.31244812899166385
14,0.07572539843706327
15,0.2986721030181917
16,0.06924214270256626
17,0.2875738014694987
18,0.3710977507229056
19,0.01240417766892817
20,0.26442950579919
21,0.026865860259065663
22,0.2598811713184457
23,0.11131576059167379
24,0.26576205224302374
25,0.283702098973597
26,0.0038532918265859143
27,0.049976497096811005
28,0.19302708505934635
29,0.09098238434172445
30,0.18227495423608886
31,0.35713671780743766
32,0.030667198478091448
33,0.2976989852214634
34,0.5525809457384796
35,0.34123536257905407
36,0.14967083772702286
37,0.11457489381505613
38,0.07454996336681877
39,0.14751297032026195
40,0.10275258018568113
41,0.15709768324280765
42,0.1479293138816483
43,0.25039092246211375
44,0.14373095711270434
45,0.49372406733418056
46,0.004757584529074685
47,0.17293384388249072
48,0.5119811606868988
49,0.06832353237393123
50,0.4227258909407938
51,0.04168579512523579
52,0.19771730615439298
53,0.39122507651074634
54,0.3354520617026731
55,0.08327612700370944
56,0.20455529600462355
57,0.24830614877559962
58,0.0744746948972325
59,0.17655489611541414
60,0.15631360724829563
61,0.07393165904567243
62,0.13208805086731426
63,0.2783496702799053
64,0.24064109009150353
65,0.15576125854025846
66,0.026326598812846803
67,0.12595690808733284
68,0.1103521901751375
69,0.3056532706425697
70,0.01243084065947613
71,0.20168932059286143
72,0.43126583750328723
73,0.3478589287617228
74,0.6302143297003022
75,0.2714939239312318
76,0.08424180765926284
77,0.18687634479287854
78,0.0653735237422786
79,0.13447785991420783
80,0.15420878750485478
81,0.2315816979387475
82,0.094254411947583
83,0.12820218922577806
84,0.13223202485589897
85,0.012384629012314697
86,0.08802764355988227
87,0.21855539517971667
88,0.33596596884494506
89,0.24606394682883184
90,0.18151487822512052
91,0.22996288583143873
92,0.1591166322832475
93,0.11475520067916302
94,0.2093675481452922
95,0.16714414165820246
96,0.36534874427085795
97,0.02136287654336897
98,0.1074363165568841
99,0.36423294477500173
100,0.09104857182353017
101,0.1772218838648336
102,0.07394587093934639
103,0.2901100220214244
104,0.011923009425588039
105,0.09419247026518035
106,0.3159250887004731
107,0.029674727057120178
108,0.15814596647034748
109,0.20492903588891084
110,0.1520116789435237
111,0.1513432752884319
112,0.6460340377497252
113,0.025345972485988612
114,0.06623410509010597
115,0.1601109674901309
116,0.10631143115049584
117,0.6253601452463413
118,0.07688239066594234
119,0.13828007237520837
120,0.3800805314662616
121,0.3111711428771678
122,0.15748842882925748
123,0.2436999747653746
124,0.26057646105632215
125,0.036750005114594204
126,0.05702993453922618
127,0.030372389135203664
128,0.08000862659740533
129,0.5168381614581552
130,0.27908093421242813
131,0.16979750594293294
132,0.03115254525543858
133,0.19653488432604954
134,0.04062960329065155
135,0.24424429635056483
136,0.3459349339105861
137,0.14763401971629841
138,0.023409546613441166
139,0.05019681719896373
140,0.3863240435034836
141,0.28825386282707727
142,0.32614125737671723
143,0.30562875783542115
144,0.23002580416917515
145,0.1995502425734408
146,0.21983953709900242
147,0.1814513653032043
148,0.08829894483913368
149,0.35272606033262066
150,0.5943637092769256
151,0.19390003639358783
152,0.1420877941644301
153,0.17991393020009266
154,0.11391013388460917
155,0.1514559013354464
156,0.2952623352467666
157,0.17493767186447304
158,0.2451099949636548
159,0.026753171701434028
160,0.06477900533591657
161,0.4307525905628657
162,0.7526878879649778
163,0.1045438719836271
164,0.20817784785374446
165,0.09384417722129111
166,0.13274319178876395
167,0.03890564536053821
168,0.16341068529828204
169,0.2585775454836005
170,0.3007289893933912
171,0.21628742587128336
172,0.11495777460275529
173,0.14176859540770248
174,0.3306234448754656
175,0.1926600104440415
176,0.08270694243037637
177,0.00907929009942855
178,0.3045704796551549
179,0.11268823277864153
180,0.017309055561326413
181,0.06086101332669617
182,0.2421151399304148
183,0.4947257130472607
184,0.1806614607894985
185,0.3293502018281978
186,0.14680210040073408
187,0.38146032000719843
188,0.3412144881424767
189,0.3080408423555659
190,0.3040749878551817
191,0.37972462097813375
192,0.1602216459322764
193,0.11850309295886571
194,0.1627505581601693
195,0.08694139538922681
196,0.09890126384107134
197,0.0956372348212951
198,0.23804141945305826
199,0.3402744533087707
200,0.28225804347872463
201,0.27319742580448164
202,0.16738304638566395
203,0.01290190987523476
204,0.013836208339069631
205,0.28834675607226
206,0.40186540966512463
207,0.029025454303920274
208,0.16499374697386984
209,0.14992824984869674
210,0.022138823888367333
211,0.10153618171870421
212,0.22532480568192717
213,0.23694009061523144
214,0.12656693449191184
215,0.18311430173440515
216,0.12789031318883276
217,0.11972810198154091
218,0.2922342075613797
219,0.12056544790558549
220,0.14459502670328525
221,0.29930773501716706
222,0.2500125114890305
223,0.11098425959955961
224,0.3272153484174878
225,0.10385161858441935
226,0.27128727415902043
227,0.41553327478871477
228,0.26892337192109467
229,0.5831677448581366
230,0.022898220544452227
231,0.15261094781264758
232,0.13859250823371677
233,0.1637034361419358
234,0.13443913613862643
235,0.06486829688368582
236,0.01653917580412482
237,0.20411387458765043
238,0.11670757502793742
239,0.0728132166328994
240,0.15724454956799924
241,0.45043106084053497
242,0.1513354925433679
243,0.10888582745956325
244,0.1282724762358984
245,0.23725361837906442
246,0.3575736042616596
247,0.21293969627145293
248,0.6803612047152081
249,0.363370685641486
250,0.17198588257385203
251,0.05296031901452353
252,0.06079649286252586
253,0.11109907542896823
254,0.4192608031833207
255,0.19632867661261644
256,0.09476020365840325
257,0.01671729970457285
258,0.2048973381965932
259,0.010499922483755449
260,0.3933788318120741
261,0.06409789968915508
262,0.35199991457711943
263,0.2402273327725862
264,0.07801220550459727
265,0.20462450305908175
266,0.2528421611160641
267,0.08212010158893053
268,0.16333910396426712
269,0.27156874518842783
270,0.12625459243134643
271,0.1589518561088229
272,0.19890028715055671
273,0.03292605887736499
274,0.39424522188957634
275,0.06902761403410303
276,0.015197539400163676
277,0.2835431599055511
278,0.0628663772647647
279,0.2771822735460062
280,0.1540641617764196
281,0.33485352210452307
282,0.07003806280762873
283,0.03913685808837366
